Estação,Nome da Rede,Sigla da rede,Ano,Lat,Long,Alt,Localidade,Estado,Sensor,Tipo BB SP,S/N Sensor,DAS,S/N DAS,SPS,Ganho,Data Início Greg,Data Fim Greg,Data Inicio Jul,Data Fim Jul,Observações,Ativa
NBPA,RSISNE,NB,2011,"-5,75028","-37,112047",95,"Fazenda São Miguel, Paraú",RN,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09185 e 335,REF TEK 130-GSN,ACFC,100,1 e 1,20170722,,2017203,#VALUE!,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8209 e Painel solar:S/N 2042 Fabricante:  KYOCERA   MOD  KC50T,Sim
NBPB,RSISNE,NB,2011,"-5,543242","-39,583619",284,"Fazenda Dois Rios dos Cavalcante – Minerolândia, Pedra Branca",CE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09194 e 321,REF TEK 130-GSN,ACEE,100,32 e 32,20110529,20110630,2011149,2011181,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8208. Painel solar:S/N 2035 KYOCERA MOD KC50T  ,Não
NBPB,RSISNE,NB,2011,"-5,543242","-39,583619",284,"Fazenda Dois Rios dos Cavalcante – Minerolândia, Pedra Branca",CE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09194 e 321,REF TEK 130-GSN,ACEE,100,32 e 1,20110630,20130403,2011181,2013093,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8208. Painel solar:S/N 2035 KYOCERA MOD KC50T  ,Não
NBPB,RSISNE,NB,2011,"-5,543242","-39,583619",284,"Fazenda Dois Rios dos Cavalcante – Minerolândia, Pedra Branca",CE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09194 e 321,REF TEK 130-GSN,ACEE,100,1 e 1,20130403,,2013093,#VALUE!,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8208. Painel solar:S/N 2035 KYOCERA MOD KC50T  ,Sim
NBPE,RSISNE,NB,2021,"-9,321784","-40,545697",388,"UNIVASF, Petrolina",PE,Sismômetro Período Curto Tri-axial Lennartz LE-3Dlite MKII 1Hz,SP,567,REFTEK 130-GSN,ACA8,100,1,20211109,,2021313,#VALUE!,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N  8245. ,Sim
NBPF,RSISNE,NB,2021,"-6,143998","-38,190476",200,Pau dos Ferros,RN,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,537,REF TEK 130-GSN,ACE9,100,1,20210915,,2021258,#VALUE!,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310,Sim
NBPN,RSISNE,NB,2011,"-10,847009","-40,198957",386,"Várzea do Boi, Ponto Novo",BA,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09190 e 344,REF TEK 130-GSN,AD3F,100,32 e 1,20110924,20111011,2011267,2011284,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8215. Painel solar: KYOCERA MC50T ,Não
NBPN,RSISNE,NB,2011,"-10,847009","-40,198957",386,"Várzea do Boi, Ponto Novo",BA,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09190 e 344,REF TEK 130-GSN,AD3F,100,1 e 1,20111011,20230907,2011284,#VALUE!,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8215. Painel solar: KYOCERA MC50T ,Não
NBPN,RSISNE,NB,2011,"-10,84846","-40,19927",386,"Várzea do Boi, Ponto Novo",BA,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09190 e 344,REF TEK 130-GSN,AD3F,100,1 e 1,20230907,,2023250,#VALUE!,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8215. Painel solar: KYOCERA MC50T ,Sim
NBPS,RSISNE,NB,2011,"-4,393969","-41,445618",468,"Serra dos Matões, Pedro II",PI,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09200 e 331,REF TEK 130-GSN,ACF3,100,32 e 32,20110430,20110628,2011120,2011179,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8213. Painel solar:S/N 2025  KYOCERA MOD-C50T   ,Não
NBPS,RSISNE,NB,2011,"-4,393969","-41,445618",468,"Serra dos Matões, Pedro II",PI,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09200 e 331,REF TEK 130-GSN,ACF3,100,32 e 1,20110628,20130403,2011179,2013093,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8213. Painel solar:S/N 2025  KYOCERA MOD-C50T   ,Não
NBPS,RSISNE,NB,2011,"-4,393969","-41,445618",468,"Serra dos Matões, Pedro II",PI,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09200 e 331,REF TEK 130-GSN,ACF3,100,1 e 1,20130403,,2013093,#VALUE!,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8213. Painel solar:S/N 2025  KYOCERA MOD-C50T   ,Sim
NBPV,RSISNE,NB,2011,"-6,417528","-35,290506",95,"Cuité das Bocas (quatro bocas),  Pedro Velho",RN,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09209 e 347,REF TEK 130-GSN,ACEA,100,32 e 1,20110405,20110417,2011095,2011107,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8240,Não
NBPV,RSISNE,NB,2011,"-6,417528","-35,290506",95,"Cuité das Bocas (quatro bocas),  Pedro Velho",RN,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09209 e 347,REF TEK 130-GSN,AD3E,100,32 e 1,20110417,20110831,2011107,2011243,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8240,Não
NBPV,RSISNE,NB,2011,"-6,417528","-35,290506",95,"Cuité das Bocas (quatro bocas),  Pedro Velho",RN,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09209 e 347,REF TEK 130-GSN,ACA7,100,32 e 1,20110831,20130121,2011243,2013021,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8240,Não
NBPV,RSISNE,NB,2011,"-6,417528","-35,290506",95,"Cuité das Bocas (quatro bocas),  Pedro Velho",RN,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09209 e 347,REF TEK 130-GSN,ACA7,100,1 e 1,20130121,20220826,2013021,2022238,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8240,Não
NBRF,RSISNE,NB,2011,"-8,6795","-35,1274",56,"Fazenda Amaragi - estrada Tamandaré, Rio Formoso",PE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09201 e 340,REF TEK 130-GSN,ACAF,100,32 e 1,20110802,20130218,2011214,2013049,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8159. Painel solar: S/N 2039. Foi para NBBL.,Não
NBRF,RSISNE,NB,2011,"-8,6795","-35,1274",56,"Fazenda Amaragi - estrada Tamandaré, Rio Formoso",PE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09201 e 340,REF TEK 130-GSN,ACAF,100,1 e 1,20130218,20171205,2013049,2017339,Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8159. Painel solar: S/N 2039. Foi para NBBL.,Não
NBRFM,RSISNE,NB,2023,"-8,6744","-35,1333","90,5","Escola Municipal José Minervino Roberto, Rio Formoso",PE,Sismômetro Periodo Curto Tri-axial Raspberry Shake 3D AM,SP,R256B,Raspberry Shake 3D AM,R256B,100,Dinâmico,20231127,20240520,2023331,2024141,,Não
NBRFO,RSISNE,NB,2021,"-8,714899","-35,097783",25,Rio Formoso,PE,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,535,REF TEK 130-GSN,ACA9,100,1,20211104,20230726,2021308,2023207,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8156,Não
NBSB,RSISNE,NB,2021,"-3,668","-40,4798","535,62","Serra da Meruoca, Jordão,Sobral",CE,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,534,Geotech Smart24R,1404,100,1,20211202,,2021336,#VALUE!,Antena de GPS:TRIMBLE S/N 83690460. Painel solar:Shell Solar   Modelo S36   36 Watt,Sim
NBTA,RSISNE,NB,2011,"-9,121932","-38,063215",346,"Sítio Caraibeira de Baixo, Tacaratu",PE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09203 e 341,REF TEK 130-GSN,ACEA,100,32 e 1,20110727,20130404,2011208,2013094,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8212. Painel solar:S/N 098AP1794 NE-80EJEA,Não
NBTA,RSISNE,NB,2011,"-9,121932","-38,063215",346,"Sítio Caraibeira de Baixo, Tacaratu",PE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09203 e 341,REF TEK 130-GSN,ACEA,100,1 e 1,20130405,20160830,2013095,2016243,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8212. Painel solar:S/N 098AP1794 NE-80EJEA,Não
NBTA,RSISNE,NB,2011,"-9,125277","-38,059756",345,"Caraibeiras de Baixo, Tacaratú ",PE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09203 e 341,REF TEK 130-GSN,ACEA,100,1 e 1,20160830,20181023,2016243,2018296,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8212. Painel solar:S/N 098AP1794 NE-80EJEA,Não
NBTA,RSISNE,NB,2011,"-9,125277","-38,059756",345,"Caraibeiras de Baixo, Tacaratú ",PE,Sismômetro Broadband Tri-axial REF TEK VS -  151-120 A e Acelerômetro Tri-axial REF TEK 131 A 02/3,BB e Acel,G09203 e 341,REF TEK 130-GSN,ACAA,100,1 e 1,20191119,,2019323,#VALUE!,Antena de GPS:REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N 8212. Painel solar:S/N 098AP1794 NE-80EJEA,Sim
NBTO,RSISNE,NB,2022,"-5,190424","-35,472852",8,Touros,RN,Sismômetro Broadband Tri-axial Nanometrics Trillium Compact 120s ASM16783R6 e Sismômetro Periodo Curto Tri-axial PMD Scientific LNG 203,BB e SP,1271 e 10764,REFTEK 130-GSN,ACEB,100,1,20220804,20220915,2022216,2022258,"Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N  8139.  Início com 2 sismômetros, 1 BB HHX e 1 SP HNX.",Não
NBTO,RSISNE,NB,2022,"-5,190424","-35,472852",8,Touros,RN,Sismômetro Periodo Curto Tri-axial PMD Scientific LNG 203,SP,10764,REFTEK 130-GSN,ACEB,100,1,20220915,20230123,2022258,2023023,"Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N  8139.  Início com 2 sismômetros, 1 BB HHX e 1 SP HNX.",Não
NBTO,RSISNE,NB,2022,"-5,190424","-35,472852",8,Touros,RN,Sismômetro Periodo Curto Tri-axial PMD Scientific LNG 203,SP,10762,REFTEK 130-GSN,ACEB,100,1,20230123,,2023023,#VALUE!,"Antena de GPS: REF TEK Garmin 130 GPS/02 GPS 16x-HVS CAN 310 S/N  8139.  Início com 2 sismômetros, 1 BB HHX e 1 SP HNX.",Sim
PFBR,RSISNE,NB,2007,"-6,1216","-38,2708",230,"Faz. Várzea Nova,divisa de Pau dos Ferros com Encanto ",RN,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,537,Geotech Smart24R,1134,100,1,20070827,20111112,2007239,2011316,Antena de GPS: TRIMBLE S/N 83698521. Painel solar: S/N 0735AB0952   KYOCERA MOD K50T,Não
PFBR,RSISNE,NB,2007,"-6,1216","-38,2708",230,"Faz. Várzea Nova,divisa de Pau dos Ferros com Encanto ",RN,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,537,Geotech Smart24R,1384,100,1,20111112,20111215,2011316,2011349,Antena de GPS: TRIMBLE S/N 83698521. Painel solar: S/N 0735AB0952   KYOCERA MOD K50T,Não
PFBR,RSISNE,NB,2007,"-6,1216","-38,2708",230,"Faz. Várzea Nova,divisa de Pau dos Ferros com Encanto ",RN,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,537,Geotech Smart24R,1134,100,1,20111215,20140827,2011349,2014239,Antena de GPS: TRIMBLE S/N 83698521. Painel solar: S/N 0735AB0952   KYOCERA MOD K50T,Não
PFBR,RSISNE,NB,2007,"-6,1216","-38,2708",230,"Faz. Várzea Nova,divisa de Pau dos Ferros com Encanto ",RN,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,537,Geotech Smart24R,1138,100,1,20140827,20150827,2014239,2015239,Antena de GPS: TRIMBLE S/N 83698521. Painel solar: S/N 0735AB0952   KYOCERA MOD K50T,Não
PFBR,RSISNE,NB,2007,"-6,1216","-38,2708",230,"Faz. Várzea Nova,divisa de Pau dos Ferros com Encanto ",RN,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,537,Geotech Smart24R,1139,100,1,20150917,20180131,2015260,2018031,Antena de GPS: TRIMBLE S/N 83698521. Painel solar: S/N 0735AB0952   KYOCERA MOD K50T,Não
PFBR,RSISNE,NB,2007,"-6,1216","-38,2708",230,"Faz. Várzea Nova,divisa de Pau dos Ferros com Encanto ",RN,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,537,Geotech Smart24R,1707,100,1,20180209,20181206,2018040,2018340,Antena de GPS: TRIMBLE S/N 83698521. Painel solar: S/N 0735AB0952   KYOCERA MOD K50T,Não
PFBR,RSISNE,NB,2007,"-6,1216","-38,2708",230,"Faz. Várzea Nova,divisa de Pau dos Ferros com Encanto ",RN,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,537,Geotech Smart24R,1354,100,1,20181211,20210630,2018345,2021181,Antena de GPS: TRIMBLE S/N 83698521. Painel solar: S/N 0735AB0952   KYOCERA MOD K50T,Não
RBRC,RSISNE,NB,2017,"-9,9582","-67,879",168,Universidade do Acre,AC,"Sismômetro Tri-axial Broadband Guralp CMG-3ESP, 120s, 2000V/m/s",BB,T39678,Guralp EAM dm24 mk3 fixed gain,A7281/7666,100,1,20171120,,2017324,#VALUE!,Antena de GPS: GURALP CMG-ELP-0054 F036186 1,Sim
SBBR,RSISNE,NB,2007,"-3,7583","-40,3313",116,"Fazenda da Embrapa - Estrada Sobral, Groarias",CE,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,534,Geotech Smart24R,1135,100,1,20070823,20080825,2007235,2008238,"Antena de GPS: TRIMBLE S/N 83690460, Painel Solar: Shell Solar   Modelo S36   36 Watt",Não
SBBR,RSISNE,NB,2007,"-3,7583","-40,3313",116,"Fazenda da Embrapa - Estrada Sobral, Groarias",CE,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,534,Geotech Smart24R,1135,500,1,20080825,20080925,2008238,2008269,"Antena de GPS: TRIMBLE S/N 83690460, Painel Solar: Shell Solar   Modelo S36   36 Watt",Não
SBBR,RSISNE,NB,2007,"-3,7583","-40,3313",116,"Fazenda da Embrapa - Estrada Sobral, Groarias",CE,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,534,Geotech Smart24R,1135,100,1,20081118,20180817,2008323,2018229,"Antena de GPS: TRIMBLE S/N 83690460, Painel Solar: Shell Solar   Modelo S36   36 Watt",Não
SBBR,RSISNE,NB,2007,"-3,7583","-40,3313",116,"Fazenda da Embrapa - Estrada Sobral, Groarias",CE,Sismômetro Broadband Tri-axial Geotech KS2000M,BB,534,Geotech Smart24R,1404,100,1,20180817,20211202,2018229,2021336,"Antena de GPS: TRIMBLE S/N 83690460, Painel Solar: Shell Solar   Modelo S36   36 Watt",Não
NBRFM,RSISNE,NB,2023,"-8,6744","-35,1333","90,5","Escola Municipal José Minervino Roberto, Rio Formoso",PE,Sismômetro Periodo Curto Tri-axial Raspberry Shake 3D AM,SP,R256B,Raspberry Shake 3D AM,R256B,100,Dinâmico,20231127,,2023331,#VALUE!,???,Sim
